CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4805041,Kneehill County,2011,Life Expectancy,Male,Years,78.30000
4805041,Kneehill County,2012,Life Expectancy,Male,Years,78.49000
4805041,Kneehill County,2013,Life Expectancy,Male,Years,78.79000
4805041,Kneehill County,2014,Life Expectancy,Male,Years,78.64000
4805041,Kneehill County,2015,Life Expectancy,Male,Years,78.72000
4805041,Kneehill County,2016,Life Expectancy,Male,Years,78.78000
4805041,Kneehill County,2017,Life Expectancy,Male,Years,78.98000
4805041,Kneehill County,2018,Life Expectancy,Male,Years,79.13000
4805041,Kneehill County,2019,Life Expectancy,Male,Years,78.97000
4805041,Kneehill County,2020,Life Expectancy,Male,Years,79.08000
4805041,Kneehill County,2021,Life Expectancy,Male,Years,78.82000
4805041,Kneehill County,2022,Life Expectancy,Male,Years,78.43000
4805041,Kneehill County,2011,Life Expectancy,Both,Years,80.13000
4805041,Kneehill County,2012,Life Expectancy,Both,Years,80.15000
4805041,Kneehill County,2013,Life Expectancy,Both,Years,80.25000
4805041,Kneehill County,2014,Life Expectancy,Both,Years,80.22000
4805041,Kneehill County,2015,Life Expectancy,Both,Years,80.34000
4805041,Kneehill County,2016,Life Expectancy,Both,Years,80.39000
4805041,Kneehill County,2017,Life Expectancy,Both,Years,80.65000
4805041,Kneehill County,2018,Life Expectancy,Both,Years,80.94000
4805041,Kneehill County,2019,Life Expectancy,Both,Years,80.92000
4805041,Kneehill County,2020,Life Expectancy,Both,Years,81.12000
4805041,Kneehill County,2021,Life Expectancy,Both,Years,81.00000
4805041,Kneehill County,2022,Life Expectancy,Both,Years,80.78000
4805042,Carbon,2011,Life Expectancy,Female,Years,80.84000
4805042,Carbon,2012,Life Expectancy,Female,Years,80.60000
4805042,Carbon,2013,Life Expectancy,Female,Years,80.43000
4805042,Carbon,2014,Life Expectancy,Female,Years,80.66000
4805042,Carbon,2015,Life Expectancy,Female,Years,80.51000
4805042,Carbon,2016,Life Expectancy,Female,Years,80.15000
4805042,Carbon,2017,Life Expectancy,Female,Years,80.59000
4805042,Carbon,2018,Life Expectancy,Female,Years,81.03000
4805042,Carbon,2019,Life Expectancy,Female,Years,80.94000
4805042,Carbon,2020,Life Expectancy,Female,Years,81.12000
4805042,Carbon,2021,Life Expectancy,Female,Years,81.17000
4805042,Carbon,2022,Life Expectancy,Female,Years,80.91000
4805042,Carbon,2011,Life Expectancy,Male,Years,75.78000
4805042,Carbon,2012,Life Expectancy,Male,Years,75.98000
4805042,Carbon,2013,Life Expectancy,Male,Years,76.19000
4805042,Carbon,2014,Life Expectancy,Male,Years,76.33000
4805042,Carbon,2015,Life Expectancy,Male,Years,76.13000
4805042,Carbon,2016,Life Expectancy,Male,Years,75.80000
4805042,Carbon,2017,Life Expectancy,Male,Years,76.13000
4805042,Carbon,2018,Life Expectancy,Male,Years,76.07000
4805042,Carbon,2019,Life Expectancy,Male,Years,76.03000
4805042,Carbon,2020,Life Expectancy,Male,Years,76.32000
4805042,Carbon,2021,Life Expectancy,Male,Years,76.40000
4805042,Carbon,2022,Life Expectancy,Male,Years,76.03000
4805042,Carbon,2011,Life Expectancy,Both,Years,78.25000
4805042,Carbon,2012,Life Expectancy,Both,Years,78.24000
4805042,Carbon,2013,Life Expectancy,Both,Years,78.28000
4805042,Carbon,2014,Life Expectancy,Both,Years,78.45000
4805042,Carbon,2015,Life Expectancy,Both,Years,78.25000
4805042,Carbon,2016,Life Expectancy,Both,Years,77.91000
4805042,Carbon,2017,Life Expectancy,Both,Years,78.28000
4805042,Carbon,2018,Life Expectancy,Both,Years,78.42000
4805042,Carbon,2019,Life Expectancy,Both,Years,78.36000
4805042,Carbon,2020,Life Expectancy,Both,Years,78.59000
4805042,Carbon,2021,Life Expectancy,Both,Years,78.64000
4805042,Carbon,2022,Life Expectancy,Both,Years,78.31000
4808012,Sylvan Lake,2011,Life Expectancy,Female,Years,83.73000
4808012,Sylvan Lake,2012,Life Expectancy,Female,Years,83.14000
4808012,Sylvan Lake,2013,Life Expectancy,Female,Years,82.85000
4808012,Sylvan Lake,2014,Life Expectancy,Female,Years,82.82000
4808012,Sylvan Lake,2015,Life Expectancy,Female,Years,83.07000
4808012,Sylvan Lake,2016,Life Expectancy,Female,Years,83.06000
4808012,Sylvan Lake,2017,Life Expectancy,Female,Years,83.24000
4808012,Sylvan Lake,2018,Life Expectancy,Female,Years,83.31000
4808012,Sylvan Lake,2019,Life Expectancy,Female,Years,82.95000
4808012,Sylvan Lake,2020,Life Expectancy,Female,Years,82.68000
4808012,Sylvan Lake,2021,Life Expectancy,Female,Years,83.34000
4808012,Sylvan Lake,2022,Life Expectancy,Female,Years,83.20000
4808012,Sylvan Lake,2011,Life Expectancy,Male,Years,78.03000
4808012,Sylvan Lake,2012,Life Expectancy,Male,Years,78.25000
4808012,Sylvan Lake,2013,Life Expectancy,Male,Years,78.35000
4808012,Sylvan Lake,2014,Life Expectancy,Male,Years,78.35000
4808012,Sylvan Lake,2015,Life Expectancy,Male,Years,78.51000
4808012,Sylvan Lake,2016,Life Expectancy,Male,Years,78.81000
4808012,Sylvan Lake,2017,Life Expectancy,Male,Years,78.70000
4808012,Sylvan Lake,2018,Life Expectancy,Male,Years,78.98000
4808012,Sylvan Lake,2019,Life Expectancy,Male,Years,78.79000
4808012,Sylvan Lake,2020,Life Expectancy,Male,Years,78.66000
4808012,Sylvan Lake,2021,Life Expectancy,Male,Years,78.53000
4808012,Sylvan Lake,2022,Life Expectancy,Male,Years,78.73000
4808012,Sylvan Lake,2011,Life Expectancy,Both,Years,80.90000
4808012,Sylvan Lake,2012,Life Expectancy,Both,Years,80.77000
4808012,Sylvan Lake,2013,Life Expectancy,Both,Years,80.70000
4808012,Sylvan Lake,2014,Life Expectancy,Both,Years,80.71000
4808012,Sylvan Lake,2015,Life Expectancy,Both,Years,80.88000
4808012,Sylvan Lake,2016,Life Expectancy,Both,Years,80.99000
4808012,Sylvan Lake,2017,Life Expectancy,Both,Years,81.00000
4808012,Sylvan Lake,2018,Life Expectancy,Both,Years,81.15000
4808012,Sylvan Lake,2019,Life Expectancy,Both,Years,80.87000
4808012,Sylvan Lake,2020,Life Expectancy,Both,Years,80.65000
4808012,Sylvan Lake,2021,Life Expectancy,Both,Years,80.89000
4808012,Sylvan Lake,2022,Life Expectancy,Both,Years,80.93000
4808013,Norglenwold,2011,Life Expectancy,Female,Years,83.73000
4808013,Norglenwold,2012,Life Expectancy,Female,Years,83.14000
4808013,Norglenwold,2013,Life Expectancy,Female,Years,82.85000
4808013,Norglenwold,2014,Life Expectancy,Female,Years,82.82000
4808013,Norglenwold,2015,Life Expectancy,Female,Years,83.07000
4808013,Norglenwold,2016,Life Expectancy,Female,Years,83.06000
4808013,Norglenwold,2017,Life Expectancy,Female,Years,83.24000
4808013,Norglenwold,2018,Life Expectancy,Female,Years,83.31000
4808013,Norglenwold,2019,Life Expectancy,Female,Years,82.95000
4808013,Norglenwold,2020,Life Expectancy,Female,Years,82.68000
4808013,Norglenwold,2021,Life Expectancy,Female,Years,83.34000
4808013,Norglenwold,2022,Life Expectancy,Female,Years,83.20000
4808013,Norglenwold,2011,Life Expectancy,Male,Years,78.03000
4808013,Norglenwold,2012,Life Expectancy,Male,Years,78.25000
4808013,Norglenwold,2013,Life Expectancy,Male,Years,78.35000
4808013,Norglenwold,2014,Life Expectancy,Male,Years,78.35000
4808013,Norglenwold,2015,Life Expectancy,Male,Years,78.51000
4808013,Norglenwold,2016,Life Expectancy,Male,Years,78.81000
4808013,Norglenwold,2017,Life Expectancy,Male,Years,78.70000
4808013,Norglenwold,2018,Life Expectancy,Male,Years,78.98000
4808013,Norglenwold,2019,Life Expectancy,Male,Years,78.79000
4808013,Norglenwold,2020,Life Expectancy,Male,Years,78.66000
4808013,Norglenwold,2021,Life Expectancy,Male,Years,78.53000
4808013,Norglenwold,2022,Life Expectancy,Male,Years,78.73000
4808013,Norglenwold,2011,Life Expectancy,Both,Years,80.90000
4808013,Norglenwold,2012,Life Expectancy,Both,Years,80.77000
4808013,Norglenwold,2013,Life Expectancy,Both,Years,80.70000
4808013,Norglenwold,2014,Life Expectancy,Both,Years,80.71000
4808013,Norglenwold,2015,Life Expectancy,Both,Years,80.88000
4808013,Norglenwold,2016,Life Expectancy,Both,Years,80.99000
4808013,Norglenwold,2017,Life Expectancy,Both,Years,81.00000
4808013,Norglenwold,2018,Life Expectancy,Both,Years,81.15000
4808013,Norglenwold,2019,Life Expectancy,Both,Years,80.87000
4808013,Norglenwold,2020,Life Expectancy,Both,Years,80.65000
4808013,Norglenwold,2021,Life Expectancy,Both,Years,80.89000
4808013,Norglenwold,2022,Life Expectancy,Both,Years,80.93000
4801009,Foremost,2011,Life Expectancy,Female,Years,81.17000
4801009,Foremost,2012,Life Expectancy,Female,Years,81.17000
4801009,Foremost,2013,Life Expectancy,Female,Years,81.16000
4801009,Foremost,2014,Life Expectancy,Female,Years,81.34000
4801009,Foremost,2015,Life Expectancy,Female,Years,81.51000
4801009,Foremost,2016,Life Expectancy,Female,Years,82.00000
4801009,Foremost,2017,Life Expectancy,Female,Years,82.15000
4801009,Foremost,2018,Life Expectancy,Female,Years,82.39000
4801009,Foremost,2019,Life Expectancy,Female,Years,82.69000
4801009,Foremost,2020,Life Expectancy,Female,Years,82.71000
4801009,Foremost,2021,Life Expectancy,Female,Years,82.52000
4801009,Foremost,2022,Life Expectancy,Female,Years,83.14000
4801009,Foremost,2011,Life Expectancy,Male,Years,76.69000
4801009,Foremost,2012,Life Expectancy,Male,Years,77.19000
4801009,Foremost,2013,Life Expectancy,Male,Years,77.22000
4801009,Foremost,2014,Life Expectancy,Male,Years,77.77000
4801009,Foremost,2015,Life Expectancy,Male,Years,77.76000
4801009,Foremost,2016,Life Expectancy,Male,Years,78.35000
4801009,Foremost,2017,Life Expectancy,Male,Years,78.71000
4801009,Foremost,2018,Life Expectancy,Male,Years,78.23000
4801009,Foremost,2019,Life Expectancy,Male,Years,78.56000
4801009,Foremost,2020,Life Expectancy,Male,Years,79.69000
4801009,Foremost,2021,Life Expectancy,Male,Years,79.33000
4801009,Foremost,2022,Life Expectancy,Male,Years,78.68000
4801009,Foremost,2011,Life Expectancy,Both,Years,78.81000
4801009,Foremost,2012,Life Expectancy,Both,Years,79.07000
4801009,Foremost,2013,Life Expectancy,Both,Years,79.08000
4801009,Foremost,2014,Life Expectancy,Both,Years,79.46000
4801009,Foremost,2015,Life Expectancy,Both,Years,79.52000
4801009,Foremost,2016,Life Expectancy,Both,Years,80.03000
4801009,Foremost,2017,Life Expectancy,Both,Years,80.36000
4801009,Foremost,2018,Life Expectancy,Both,Years,80.22000
4801009,Foremost,2019,Life Expectancy,Both,Years,80.52000
4801009,Foremost,2020,Life Expectancy,Both,Years,81.14000
4801009,Foremost,2021,Life Expectancy,Both,Years,80.84000
4801009,Foremost,2022,Life Expectancy,Both,Years,80.77000
4801014,Bow Island,2011,Life Expectancy,Female,Years,81.17000
4801014,Bow Island,2012,Life Expectancy,Female,Years,81.17000
4801014,Bow Island,2013,Life Expectancy,Female,Years,81.16000
4801014,Bow Island,2014,Life Expectancy,Female,Years,81.34000
4801014,Bow Island,2015,Life Expectancy,Female,Years,81.51000
4801014,Bow Island,2016,Life Expectancy,Female,Years,82.00000
4801014,Bow Island,2017,Life Expectancy,Female,Years,82.15000
4801014,Bow Island,2018,Life Expectancy,Female,Years,82.39000
4801014,Bow Island,2019,Life Expectancy,Female,Years,82.69000
4801014,Bow Island,2020,Life Expectancy,Female,Years,82.71000
4801014,Bow Island,2021,Life Expectancy,Female,Years,82.52000
4801014,Bow Island,2022,Life Expectancy,Female,Years,83.14000
4801014,Bow Island,2011,Life Expectancy,Male,Years,76.69000
4801014,Bow Island,2012,Life Expectancy,Male,Years,77.19000
4801014,Bow Island,2013,Life Expectancy,Male,Years,77.22000
4801014,Bow Island,2014,Life Expectancy,Male,Years,77.77000
4801014,Bow Island,2015,Life Expectancy,Male,Years,77.76000
4801014,Bow Island,2016,Life Expectancy,Male,Years,78.35000
4801014,Bow Island,2017,Life Expectancy,Male,Years,78.71000
4801014,Bow Island,2018,Life Expectancy,Male,Years,78.23000
4801014,Bow Island,2019,Life Expectancy,Male,Years,78.56000
4801014,Bow Island,2020,Life Expectancy,Male,Years,79.69000
4801014,Bow Island,2021,Life Expectancy,Male,Years,79.33000
4801014,Bow Island,2022,Life Expectancy,Male,Years,78.68000
4801014,Bow Island,2011,Life Expectancy,Both,Years,78.81000
4801014,Bow Island,2012,Life Expectancy,Both,Years,79.07000
4801014,Bow Island,2013,Life Expectancy,Both,Years,79.08000
4801014,Bow Island,2014,Life Expectancy,Both,Years,79.46000
4801014,Bow Island,2015,Life Expectancy,Both,Years,79.52000
4801014,Bow Island,2016,Life Expectancy,Both,Years,80.03000
4801014,Bow Island,2017,Life Expectancy,Both,Years,80.36000
4801014,Bow Island,2018,Life Expectancy,Both,Years,80.22000
4801014,Bow Island,2019,Life Expectancy,Both,Years,80.52000
4801014,Bow Island,2020,Life Expectancy,Both,Years,81.14000
4801014,Bow Island,2021,Life Expectancy,Both,Years,80.84000
4801014,Bow Island,2022,Life Expectancy,Both,Years,80.77000
4801018,Redcliff,2011,Life Expectancy,Female,Years,84.01000
4801018,Redcliff,2012,Life Expectancy,Female,Years,85.90000
4801018,Redcliff,2013,Life Expectancy,Female,Years,86.16000
4801018,Redcliff,2014,Life Expectancy,Female,Years,86.31000
4801018,Redcliff,2015,Life Expectancy,Female,Years,86.80000
4801018,Redcliff,2016,Life Expectancy,Female,Years,84.68000
4801018,Redcliff,2017,Life Expectancy,Female,Years,83.08000
4801018,Redcliff,2018,Life Expectancy,Female,Years,83.16000
4801018,Redcliff,2019,Life Expectancy,Female,Years,82.98000
4801018,Redcliff,2020,Life Expectancy,Female,Years,82.68000
4801018,Redcliff,2021,Life Expectancy,Female,Years,82.45000
4801018,Redcliff,2022,Life Expectancy,Female,Years,82.10000
4801018,Redcliff,2011,Life Expectancy,Male,Years,77.33000
4801018,Redcliff,2012,Life Expectancy,Male,Years,78.70000
4801018,Redcliff,2013,Life Expectancy,Male,Years,79.46000
4801018,Redcliff,2014,Life Expectancy,Male,Years,80.23000
4801018,Redcliff,2015,Life Expectancy,Male,Years,79.07000
4801018,Redcliff,2016,Life Expectancy,Male,Years,78.89000
4801018,Redcliff,2017,Life Expectancy,Male,Years,78.92000
4801018,Redcliff,2018,Life Expectancy,Male,Years,78.92000
4801018,Redcliff,2019,Life Expectancy,Male,Years,79.12000
4801018,Redcliff,2020,Life Expectancy,Male,Years,79.16000
4801018,Redcliff,2021,Life Expectancy,Male,Years,79.20000
4801018,Redcliff,2022,Life Expectancy,Male,Years,79.04000
4801018,Redcliff,2011,Life Expectancy,Both,Years,80.42000
4801018,Redcliff,2012,Life Expectancy,Both,Years,81.92000
4801018,Redcliff,2013,Life Expectancy,Both,Years,82.47000
4801018,Redcliff,2014,Life Expectancy,Both,Years,83.11000
4801018,Redcliff,2015,Life Expectancy,Both,Years,82.35000
4801018,Redcliff,2016,Life Expectancy,Both,Years,81.51000
4801018,Redcliff,2017,Life Expectancy,Both,Years,80.89000
4801018,Redcliff,2018,Life Expectancy,Both,Years,80.96000
4801018,Redcliff,2019,Life Expectancy,Both,Years,80.97000
4801018,Redcliff,2020,Life Expectancy,Both,Years,80.87000
4801018,Redcliff,2021,Life Expectancy,Both,Years,80.79000
4801018,Redcliff,2022,Life Expectancy,Both,Years,80.54000
4802001,Warner County No. 5,2011,Life Expectancy,Female,Years,82.02000
4802001,Warner County No. 5,2012,Life Expectancy,Female,Years,81.95000
4802001,Warner County No. 5,2013,Life Expectancy,Female,Years,81.65000
4802001,Warner County No. 5,2014,Life Expectancy,Female,Years,82.33000
4802001,Warner County No. 5,2015,Life Expectancy,Female,Years,82.01000
4802001,Warner County No. 5,2016,Life Expectancy,Female,Years,81.80000
4802001,Warner County No. 5,2017,Life Expectancy,Female,Years,82.02000
4802001,Warner County No. 5,2018,Life Expectancy,Female,Years,82.44000
4802001,Warner County No. 5,2019,Life Expectancy,Female,Years,82.44000
4802001,Warner County No. 5,2020,Life Expectancy,Female,Years,82.72000
4802001,Warner County No. 5,2021,Life Expectancy,Female,Years,82.77000
4802001,Warner County No. 5,2022,Life Expectancy,Female,Years,82.81000
4802001,Warner County No. 5,2011,Life Expectancy,Male,Years,76.86000
4802001,Warner County No. 5,2012,Life Expectancy,Male,Years,77.06000
4802001,Warner County No. 5,2013,Life Expectancy,Male,Years,77.88000
4802001,Warner County No. 5,2014,Life Expectancy,Male,Years,78.25000
4802001,Warner County No. 5,2015,Life Expectancy,Male,Years,78.60000
4802001,Warner County No. 5,2016,Life Expectancy,Male,Years,78.62000
4802001,Warner County No. 5,2017,Life Expectancy,Male,Years,79.07000
4802001,Warner County No. 5,2018,Life Expectancy,Male,Years,79.98000
4802001,Warner County No. 5,2019,Life Expectancy,Male,Years,79.72000
4802001,Warner County No. 5,2020,Life Expectancy,Male,Years,79.45000
4802001,Warner County No. 5,2021,Life Expectancy,Male,Years,79.02000
4802001,Warner County No. 5,2022,Life Expectancy,Male,Years,78.74000
4802001,Warner County No. 5,2011,Life Expectancy,Both,Years,79.34000
4802001,Warner County No. 5,2012,Life Expectancy,Both,Years,79.43000
4802001,Warner County No. 5,2013,Life Expectancy,Both,Years,79.77000
4802001,Warner County No. 5,2014,Life Expectancy,Both,Years,80.27000
4802001,Warner County No. 5,2015,Life Expectancy,Both,Years,80.30000
4802001,Warner County No. 5,2016,Life Expectancy,Both,Years,80.20000
4802001,Warner County No. 5,2017,Life Expectancy,Both,Years,80.56000
4802001,Warner County No. 5,2018,Life Expectancy,Both,Years,81.23000
4802001,Warner County No. 5,2019,Life Expectancy,Both,Years,81.11000
4802001,Warner County No. 5,2020,Life Expectancy,Both,Years,81.11000
4802001,Warner County No. 5,2021,Life Expectancy,Both,Years,80.91000
4802001,Warner County No. 5,2022,Life Expectancy,Both,Years,80.75000
4802002,Coutts,2011,Life Expectancy,Female,Years,82.02000
4802002,Coutts,2012,Life Expectancy,Female,Years,81.95000
4802002,Coutts,2013,Life Expectancy,Female,Years,81.65000
4802002,Coutts,2014,Life Expectancy,Female,Years,82.33000
4802002,Coutts,2015,Life Expectancy,Female,Years,82.01000
4802002,Coutts,2016,Life Expectancy,Female,Years,81.80000
4802002,Coutts,2017,Life Expectancy,Female,Years,82.02000
4802002,Coutts,2018,Life Expectancy,Female,Years,82.44000
4802002,Coutts,2019,Life Expectancy,Female,Years,82.44000
4802002,Coutts,2020,Life Expectancy,Female,Years,82.72000
4802002,Coutts,2021,Life Expectancy,Female,Years,82.77000
4802002,Coutts,2022,Life Expectancy,Female,Years,82.81000
4802002,Coutts,2011,Life Expectancy,Male,Years,76.86000
4802002,Coutts,2012,Life Expectancy,Male,Years,77.06000
4802002,Coutts,2013,Life Expectancy,Male,Years,77.88000
4802002,Coutts,2014,Life Expectancy,Male,Years,78.25000
4802002,Coutts,2015,Life Expectancy,Male,Years,78.60000
